@relation PowerConsumption

@attribute external-temperature numeric
@attribute hvac-mode {40,41,42}
@attribute indoor-temperature numeric
@attribute setpoint-temperature numeric
@attribute hvac-power numeric

@data
15.1,42,22.6,24,3.687
15.1,42,22.7,24,3.719
15.1,42,22.8,24,3.889
15.1,42,22.9,24,4.04
15.1,42,22.9,24,4.05
15.3,42,22.9,24,4.124
15.5,42,23,24,4.094
15.3,42,23,24,4.291
15.5,42,23.1,24,4.422
14.9,42,23,24,2.983
14.9,42,23,24,2.987
14.4,42,23,24,2.913
14.3,42,23,24,2.913
14.3,42,23,24,2.998
14.1,42,23,24,3.109
14,42,22.8,24,3.109
13.8,42,22,24,2.131
14,42,21.5,24,1.1
14,42,21.3,24,0.38
10.7,42,21.5,24,2.122
10.8,42,21.6,24,2.541
11.1,42,21.7,24,2.413
11.6,42,21.7,24,2.519
11.6,42,21.8,24,2.597
11.7,42,21.9,24,2.668
11.8,42,21.9,24,2.676
12.2,42,22,24,2.676
12.6,42,22.1,24,2.321
13,42,22.2,24,2.354
13.7,42,22.2,24,2.344
14.1,42,22.3,24,2.432
14.7,42,22.4,24,2.434
14.9,42,22.4,24,2.462
15.2,42,22.5,24,2.594
16.1,42,22.6,24,2.736
18,42,22.6,24,2.873
18.8,42,22.6,24,3.15
20.5,42,22.7,24,3.372
19.2,42,22.7,24,3.531
21.1,42,22.8,24,3.862
18.8,42,22.9,24,4.066
20.4,42,22.9,24,4.199
20.5,42,22.9,24,4.199
21.9,42,23,24,4.476
21.2,42,23,24,4.499
21.8,42,23,24,4.534
21.4,42,23,24,4.868
23.1,42,22.9,24,4.868
22.5,42,22.9,24,2.743
22.5,42,22.8,24,5.8
22.5,42,22.7,24,5.892
22.5,42,22.7,24,5.816
22.5,42,22.6,24,5.837
22.5,42,22.6,24,5.663
23.7,42,22.6,24,5.598
23.5,42,22.7,24,5.528
23.8,42,22.7,24,5.511
23.7,42,22.7,24,5.379
23.3,42,22.7,24,5.336
22.6,42,22.7,24,5.24
22.7,42,22.8,24,5.312
22.1,42,22.9,24,5.247
20.9,42,22.8,24,5.314
20.5,42,22.8,24,5.251
20.1,42,22.8,24,5.099
20.1,42,22.9,24,5.185
20.1,42,22.9,24,5.138
20.1,42,22.9,24,5.081
20.1,42,23,24,4.948
20.1,42,22.9,24,5.113
20.1,42,22.9,24,5.092
20.1,42,22.9,24,3.184
20.1,42,23,24,3.27
20.1,42,23,24,3.241
20.1,42,23,24,3.217
20.1,42,23,24,3.203
20.1,42,23,24,3.238
20.5,42,23,24,2.475
20.3,42,22.6,24,2.181
20.3,42,22.3,24,1.794
20.2,42,22.1,24,1.22
20.2,42,21.9,24,1.208
18.1,42,23,24,0.002
18.5,42,23.1,24,0.017
19.5,42,23.1,24,0.032
19.8,42,23.1,24,0.04
19.3,42,23.1,24,0.046
21.2,42,23,24,0.048
21.5,42,23,24,0.052
22.4,42,23.1,24,0.039
22.8,42,23.1,24,0.045
23.4,42,23.1,24,0.053
24.5,41,23.1,24,0.093
24.6,41,23.2,24,0.104
24.3,41,23.2,24,0.113
25.1,41,23.2,24,0.118
27,41,23.1,24,0.118
26.6,41,23.1,24,0.116
26.6,41,23.1,24,0.113
27.4,41,23.1,24,0.113
27.1,41,23.1,24,0.094
24.3,41,23.1,24,0.082
24.5,41,23,24,0.069
24.4,41,23,24,0.05
23.9,41,23,24,0.03
23.6,41,22.9,24,0.009
21,41,22.9,24,0.013
20.7,41,22.9,24,0.038
20.6,41,22.9,24,0.059
20.3,41,22.9,24,0.097
19,41,22.9,24,0.14
19.4,41,22.9,24,0.181
18.9,41,22.9,24,0.218
18.5,41,22.8,24,0.232
18.8,41,22.8,24,0.228
18.3,41,22.9,24,0.252
18.3,41,22.9,24,0.266
18.3,41,22.9,24,0.314
18.5,41,23,24,0.357
17.8,42,22.9,24,0.007
18.5,42,23,24,0.015
19,42,22.9,24,0.027
19.5,42,22.9,24,0.038
20.9,42,23,24,0.051
21.1,41,23,24,0.069
21.6,41,23.1,24,0.093
23.3,41,23.1,24,0.119
22.6,41,23.2,24,0.157
22.8,41,23.2,24,0.176
17,42,23,24,0.005
17,41,23.1,24,0.033
17,41,23.2,24,0.114
9.1,42,21.2,24,2.737
9.1,42,21.4,24,3.073
9.1,42,21.6,24,2.699
8.9,42,21.7,24,2.614
10.3,42,21.8,24,2.562
10.7,42,22,24,2.638
11.1,42,22.1,24,2.652
10.4,42,22.2,24,2.684
10.8,42,22.3,24,2.746
11.1,42,22.4,24,2.882
11.7,42,22.4,24,2.882
12.7,42,22.5,24,3.052
12.5,42,22.5,24,3.276
14,42,22.6,24,3.358
13.2,42,22.7,24,3.638
13,42,22.7,24,3.81
12.5,42,22.7,24,3.933
14.5,42,22.8,24,4.083
13.3,42,22.8,24,4.212
13,42,22.7,24,4.24
13.7,42,23,24,4.244
14.7,42,23.1,24,4.265
14.1,42,23,24,4.204
13.5,42,23,24,4.171
13.8,42,23.1,24,4.195
13.7,42,23.2,24,4.119
14.1,42,23.2,24,4.298
14.8,42,22.9,24,4.208
14.5,42,22.9,24,4.152
13.7,42,23.2,24,2.814
17,42,23.4,24,4.21
16.8,42,23.4,24,4.145
16.8,42,23.3,24,4.109
16.8,42,23.4,24,4.08
16.8,42,23.4,24,3.996
16.8,42,23.5,24,3.922
16.8,42,23.2,24,3.977
16.8,42,23.1,24,3.976
16.8,42,23.1,24,3.945
16.8,42,23.1,24,4.055
16.8,42,23.1,24,4.159
16.8,42,23,24,4.229
16.8,42,23,24,4.222
16.8,42,23,24,4.253
16.8,42,23,24,4.38
16.8,42,23.1,24,4.34
16.8,42,23,24,4.459
16.8,42,23,24,4.357
16.8,42,22.9,24,4.421
16.8,42,23,24,4.439
16.8,42,23.1,24,4.515
16.8,42,23.2,24,4.555
16.8,42,23.3,24,4.672
16.8,42,23.3,24,4.803
16.8,42,23.2,24,4.822
16.8,42,23.1,24,3.231
16.8,42,23.1,24,3.16
16.8,42,23.1,24,3.169
16.8,42,23.1,24,3.14
16.8,42,23.1,24,3.215
16.8,42,23.1,24,3.152
16.8,42,23,24,2.533
16.8,42,22.4,24,2.333
16.8,42,22,24,1.713
14.1,42,21.7,24,0.234
9.1,42,21.9,24,2.069
10.5,42,22.1,24,2.728
10.7,42,22.1,24,3.096
10.9,42,22.3,24,2.914
10.3,42,22.3,24,2.815
10.9,42,22.4,24,2.922
11.6,42,22.4,24,2.89
12,42,22.5,24,2.88
12.2,42,22.6,24,2.932
12.8,42,22.6,24,2.957
12.5,42,22.7,24,2.97
12.8,42,22.7,24,2.828
12.6,42,22.6,24,2.092
13.9,42,22.7,24,3.137
14.3,42,22.9,24,3.39
15.2,42,22.9,24,3.596
14.5,42,22.9,24,3.596
16.8,42,22.9,24,3.983
17.5,42,23,24,4.233
17.8,42,23.1,24,4.59
16.9,42,23.2,24,4.922
16,42,23.2,24,5.206
16.9,42,23.2,24,5.359
19.4,42,23.2,24,5.609
17.4,42,23.1,24,5.719
21.1,42,23,24,5.743
20.6,42,23,24,5.662
17.1,42,22.9,24,5.834
16.2,42,22.9,24,5.586
17.5,42,22.9,24,5.586
17.2,42,22.9,24,5.573
16.1,42,22.8,24,5.35
16.9,42,22.8,24,5.341
17.3,42,22.9,24,5.258
16.7,42,22.9,24,5.305
18.2,42,22.9,24,5.103
17.7,42,22.9,24,5.188
17.4,42,22.9,24,5.07
17.2,42,22.9,24,5.09
16.9,42,22.9,24,5.006
18.2,42,23,24,4.978
17.2,42,23,24,5.001
16.7,42,23,24,4.89
17.7,42,23,24,4.885
19.2,42,23,24,4.837
18.9,42,23,24,4.786
19.2,42,23,24,4.867
19.7,42,23.1,24,4.845
19.9,42,23.1,24,4.889
17.9,42,23.1,24,4.758
17.2,42,23,24,3.241
19,42,23.1,24,3.153
17.4,42,23.1,24,3.216
18.3,42,23.1,24,3.148
18,42,23.2,24,3.229
18,42,23.3,24,3.203
18,42,23.3,24,2.56
18.1,42,23.1,24,2.436
18.1,42,22.9,24,2.134
18.1,42,22.8,24,1.852
18.1,42,22.7,24,1.366
16.2,42,22.8,24,0.001
16.2,42,22.8,24,0.017
16.2,42,22.9,24,0.028
16.2,42,22.9,24,0.048
16.2,42,22.9,24,0.07
16.2,42,22.8,24,0.084
16.2,42,22.8,24,0.106
16.2,42,22.8,24,0.127
16.2,42,22.8,24,0.139
16.2,42,22.8,24,0.156
16.2,42,22.8,24,0.165
16.2,42,22.7,24,0.163
16.2,41,22.7,24,0.154
16.2,41,22.7,24,0.152
16.2,41,22.6,24,0.151
16.2,41,22.5,24,0.144
16.2,41,22.5,24,0.144
16.2,41,22.4,24,0.108
16.2,41,22.4,24,0.079
16.2,41,22.3,24,0.05
16.2,42,22.3,24,0.009
16.2,42,22.5,24,0
16.2,42,22.5,24,0.001
16.2,42,22.5,24,0.013
16.2,42,22.6,24,0.037
27.5,42,22.6,24,0.062
28.3,42,22.7,24,0.097
27.8,42,22.7,24,0.154
27.7,42,22.8,24,0.231
28.5,42,22.9,24,0.203
28.5,42,22.9,24,0.254
27.8,42,23,24,0.31
27.8,42,23,24,0.342
27.8,42,23.1,24,0.391
27.8,42,23.1,24,0.43
27.8,42,23.2,24,0.429
27.8,42,23.2,24,0.455
27.7,42,23.3,24,0.491
27,42,23.4,24,0.512
16.4,42,23,24,0.006
16.4,42,23,24,0.014
16.4,42,23.1,24,0.035
16.4,41,23.1,24,0.062
16.4,41,23.2,24,0.1
