@relation ModeDynamics

@attribute external-temperature numeric
@attribute hvac-mode {40,41,42}
@attribute indoor-temperature numeric
@attribute setpoint-temperature numeric
@attribute hvac-power numeric
@attribute next-hvac-mode {40,41,42}

@data
9.7,42,22.9,24,3.79,42
10,42,22.9,24,3.923,42
10.1,42,22.9,24,3.942,42
10.3,42,22.9,24,3.931,42
9.8,42,22.9,24,4.122,42
9.5,42,22.9,24,4.109,42
9.6,42,22.9,24,4.146,42
9.8,42,22.9,24,4.088,42
9.9,42,22.9,24,4.113,42
9.8,42,23,24,4.326,42
9.5,42,22.9,24,4.405,42
9.5,42,22.9,24,4.391,42
9.5,42,22.9,24,4.381,42
9.4,42,22.9,24,4.446,42
9.4,42,23,24,4.545,42
9.3,42,23,24,4.609,42
9.6,42,23,24,4.637,42
9.8,42,23,24,4.626,42
9.8,42,23,24,3.048,42
9.5,42,23,24,3.024,42
9.5,42,23,24,3.094,42
9,42,23,24,2.99,42
9.2,42,23,24,2.891,42
9.2,42,23,24,2.934,42
8.7,42,22.8,24,2.398,42
9,42,22,24,2.064,42
5.9,42,21.3,24,2.697,42
6,42,21.4,24,2.967,42
7.1,42,21.6,24,2.906,42
5.4,42,21.7,24,2.65,42
4.7,42,21.8,24,2.583,42
5.4,42,21.9,24,2.583,42
5.2,42,22.1,24,2.506,42
5.6,42,22.2,24,2.528,42
6.3,42,22.3,24,2.505,42
5.7,42,22.4,24,2.476,42
6.2,42,22.6,24,2.609,42
5.5,42,22.6,24,2.662,42
6.9,42,22.7,24,2.656,42
7.4,42,22.7,24,2.605,42
8.9,42,22.8,24,2.696,42
7.8,42,22.9,24,2.734,42
7.3,42,22.8,24,2.769,42
7,42,22.9,24,2.873,42
8.8,42,22.9,24,2.937,42
8.3,42,23,24,3.007,42
8.2,42,23,24,3.003,42
7.1,42,23.1,24,3.037,42
6.9,42,23.1,24,3.164,42
6.4,42,23.1,24,3.197,42
5,42,22.9,24,3.237,42
5.5,42,22.8,24,3.244,42
5.7,42,22.8,24,3.232,42
5.7,42,22.8,24,3.361,42
5.9,42,22.8,24,3.331,42
6.8,42,22.8,24,3.413,42
7.8,42,22.8,24,3.505,42
6.9,42,22.9,24,3.564,42
6.9,42,22.9,24,3.733,42
6.9,42,22.9,24,3.739,42
6.9,42,22.9,24,3.895,42
6.9,42,22.9,24,4.109,42
6.9,42,22.7,24,2.131,42
6.9,42,21.8,24,1.849,42
7.7,42,19.9,24,0.012,42
7.7,42,20.1,24,0.012,42
7.7,42,20.2,24,0.012,42
7.7,42,20.3,24,0.011,42
7.7,42,20.5,24,0.011,42
7.7,42,20.6,24,0.011,42
7.7,42,20.6,24,0.011,42
7.7,42,20.7,24,0.011,42
7.7,42,20.9,24,0.011,42
7.7,42,20.9,24,0.011,42
7.7,42,21,24,0.011,42
7.7,42,21,24,0.011,42
7.7,42,21,24,0.011,42
7.7,42,21.2,24,0.011,42
7.7,42,21.2,24,0.011,42
7.7,42,21.3,24,0.011,42
10.9,42,21.4,24,2.523,42
11,42,21.5,24,2.555,42
10.8,42,21.5,24,2.565,42
11.3,42,21.5,24,2.619,42
11.6,42,21.6,24,2.59,42
11.6,42,21.6,24,2.599,42
11.2,42,21.6,24,2.75,42
11.7,42,21.6,24,2.674,42
12.4,42,21.6,24,2.723,42
12.6,42,21.6,24,2.733,42
12.6,42,21.7,24,2.743,42
12.6,42,21.8,24,2.776,42
12.6,42,21.9,24,2.784,42
12.6,42,22,24,2.784,42
12.6,42,22,24,2.811,42
12.6,42,22,24,2.793,42
12.6,42,22,24,2.791,42
12.6,42,21.4,24,2.791,42
12.6,42,21.6,24,2.791,42
12.6,42,21.9,24,2.841,42
12.6,42,21.9,24,2.841,42
12.6,42,21.9,24,2.807,42
12.6,42,21.9,24,2.805,42
12.6,42,21.9,24,2.801,42
12.6,42,21.9,24,2.8,42
13.4,42,22,24,2.775,42
12.8,42,22.1,24,2.77,42
12.9,42,22.2,24,2.779,42
13.1,42,22.3,24,2.768,42
13,42,22.3,24,2.796,42
13.5,42,22.4,24,2.784,42
13.1,42,22.4,24,2.797,42
12.9,42,22.4,24,2.849,42
14.2,42,22.5,24,2.88,42
14.1,42,22.5,24,2.741,42
13.7,42,22.4,24,2.735,42
13.5,42,22.3,24,2.792,42
13.6,42,22.3,24,2.805,42
13.4,42,22.3,24,2.793,42
13.2,42,22.4,24,1.795,42
12.7,42,22.5,24,1.819,42
12.5,42,22.6,24,1.846,42
12.7,42,22.7,24,1.91,42
13,42,22.8,24,1.892,42
13,42,22.6,24,1.924,42
13.1,42,22.2,24,1.367,42
10.1,42,20.9,24,2.66,42
10,42,21.1,24,2.372,42
10,42,21.2,24,2.411,42
10.1,42,21.3,24,2.397,42
10.4,42,21.4,24,2.443,42
10.7,42,21.5,24,2.435,42
10.8,42,21.7,24,2.469,42
10.8,42,21.7,24,2.358,42
10.9,42,21.8,24,2.55,42
10.8,42,21.9,24,2.594,42
10.6,42,22,24,2.613,42
11.1,42,22,24,2.706,42
11,42,22,24,2.759,42
13.2,41,20,24,0.439,41
13.6,41,20,24,0.46,41
13.8,41,20,24,0.295,41
13.8,41,20,24,0.199,41
13.8,41,20,24,0.209,41
13.1,41,20,24,0.386,41
13,41,20,24,0.587,41
12.8,41,20,24,0.538,41
12.9,41,19.8,24,0.327,42
13.2,42,21.3,24,3.875,42
13.7,42,21.8,24,3.875,42
13.9,42,22,24,3.99,42
14.8,42,22.1,24,3.984,42
15.1,42,22.3,24,3.916,42
16.7,42,22.4,24,3.846,42
20,42,22.4,24,3.745,42
17.8,42,22.3,24,3.611,42
15.1,42,22.3,24,3.471,42
15.1,42,22.3,24,3.585,42
15.1,42,22.5,24,3.621,42
15.1,42,22.6,24,3.687,42
15.1,42,22.7,24,3.719,42
15.1,42,22.8,24,3.889,42
15.1,42,22.9,24,4.04,42
15.1,42,22.9,24,4.05,42
15.3,42,22.9,24,4.124,42
15.5,42,23,24,4.094,42
15.3,42,23,24,4.291,42
15.5,42,23.1,24,4.422,42
14.9,42,23,24,2.983,42
14.9,42,23,24,2.987,42
14.4,42,23,24,2.913,42
14.3,42,23,24,2.913,42
14.3,42,23,24,2.998,42
14.1,42,23,24,3.109,42
14,42,22.8,24,3.109,42
13.8,42,22,24,2.131,42
14,42,21.5,24,1.1,42
10.7,42,21.5,24,2.122,42
10.8,42,21.6,24,2.541,42
11.1,42,21.7,24,2.413,42
11.6,42,21.7,24,2.519,42
11.6,42,21.8,24,2.597,42
11.7,42,21.9,24,2.668,42
11.8,42,21.9,24,2.676,42
12.2,42,22,24,2.676,42
12.6,42,22.1,24,2.321,42
13,42,22.2,24,2.354,42
13.7,42,22.2,24,2.344,42
14.1,42,22.3,24,2.432,42
14.7,42,22.4,24,2.434,42
14.9,42,22.4,24,2.462,42
15.2,42,22.5,24,2.594,42
16.1,42,22.6,24,2.736,42
18,42,22.6,24,2.873,42
18.8,42,22.6,24,3.15,42
20.5,42,22.7,24,3.372,42
19.2,42,22.7,24,3.531,42
21.1,42,22.8,24,3.862,42
18.8,42,22.9,24,4.066,42
20.4,42,22.9,24,4.199,42
20.5,42,22.9,24,4.199,42
21.9,42,23,24,4.476,42
21.2,42,23,24,4.499,42
21.8,42,23,24,4.534,42
21.4,42,23,24,4.868,42
23.1,42,22.9,24,4.868,42
22.5,42,22.9,24,2.743,42
22.5,42,22.8,24,5.8,42
22.5,42,22.7,24,5.892,42
22.5,42,22.7,24,5.816,42
22.5,42,22.6,24,5.837,42
22.5,42,22.6,24,5.663,42
23.7,42,22.6,24,5.598,42
23.5,42,22.7,24,5.528,42
23.8,42,22.7,24,5.511,42
23.7,42,22.7,24,5.379,42
23.3,42,22.7,24,5.336,42
22.6,42,22.7,24,5.24,42
22.7,42,22.8,24,5.312,42
22.1,42,22.9,24,5.247,42
20.9,42,22.8,24,5.314,42
20.5,42,22.8,24,5.251,42
20.1,42,22.8,24,5.099,42
20.1,42,22.9,24,5.185,42
20.1,42,22.9,24,5.138,42
20.1,42,22.9,24,5.081,42
20.1,42,23,24,4.948,42
20.1,42,22.9,24,5.113,42
20.1,42,22.9,24,5.092,42
20.1,42,22.9,24,3.184,42
20.1,42,23,24,3.27,42
20.1,42,23,24,3.241,42
20.1,42,23,24,3.217,42
20.1,42,23,24,3.203,42
20.1,42,23,24,3.238,42
20.5,42,23,24,2.475,42
20.3,42,22.6,24,2.181,42
20.3,42,22.3,24,1.794,42
20.2,42,22.1,24,1.22,42
18.1,42,23,24,0.002,42
18.5,42,23.1,24,0.017,42
19.5,42,23.1,24,0.032,42
19.8,42,23.1,24,0.04,42
19.3,42,23.1,24,0.046,42
21.2,42,23,24,0.048,42
21.5,42,23,24,0.052,42
22.4,42,23.1,24,0.039,42
22.8,42,23.1,24,0.045,42
23.4,42,23.1,24,0.053,41
24.5,41,23.1,24,0.093,41
24.6,41,23.2,24,0.104,41
24.3,41,23.2,24,0.113,41
25.1,41,23.2,24,0.118,41
27,41,23.1,24,0.118,41
26.6,41,23.1,24,0.116,41
26.6,41,23.1,24,0.113,41
27.4,41,23.1,24,0.113,41
27.1,41,23.1,24,0.094,41
24.3,41,23.1,24,0.082,41
24.5,41,23,24,0.069,41
24.4,41,23,24,0.05,41
23.9,41,23,24,0.03,41
21,41,22.9,24,0.013,41
20.7,41,22.9,24,0.038,41
20.6,41,22.9,24,0.059,41
20.3,41,22.9,24,0.097,41
19,41,22.9,24,0.14,41
19.4,41,22.9,24,0.181,41
18.9,41,22.9,24,0.218,41
18.5,41,22.8,24,0.232,41
18.8,41,22.8,24,0.228,41
18.3,41,22.9,24,0.252,41
18.3,41,22.9,24,0.266,41
18.3,41,22.9,24,0.314,41
17.8,42,22.9,24,0.007,42
18.5,42,23,24,0.015,42
19,42,22.9,24,0.027,42
19.5,42,22.9,24,0.038,42
20.9,42,23,24,0.051,41
21.1,41,23,24,0.069,41
21.6,41,23.1,24,0.093,41
23.3,41,23.1,24,0.119,41
22.6,41,23.2,24,0.157,41
17,42,23,24,0.005,41
17,41,23.1,24,0.033,41
9.1,42,21.2,24,2.737,42
9.1,42,21.4,24,3.073,42
9.1,42,21.6,24,2.699,42
8.9,42,21.7,24,2.614,42
10.3,42,21.8,24,2.562,42
10.7,42,22,24,2.638,42
11.1,42,22.1,24,2.652,42
10.4,42,22.2,24,2.684,42
10.8,42,22.3,24,2.746,42
11.1,42,22.4,24,2.882,42
11.7,42,22.4,24,2.882,42
12.7,42,22.5,24,3.052,42
12.5,42,22.5,24,3.276,42
14,42,22.6,24,3.358,42
13.2,42,22.7,24,3.638,42
13,42,22.7,24,3.81,42
12.5,42,22.7,24,3.933,42
14.5,42,22.8,24,4.083,42
13.3,42,22.8,24,4.212,42
13,42,22.7,24,4.24,42
13.7,42,23,24,4.244,42
14.7,42,23.1,24,4.265,42
14.1,42,23,24,4.204,42
13.5,42,23,24,4.171,42
13.8,42,23.1,24,4.195,42
13.7,42,23.2,24,4.119,42
14.1,42,23.2,24,4.298,42
14.8,42,22.9,24,4.208,42
14.5,42,22.9,24,4.152,42
13.7,42,23.2,24,2.814,42
17,42,23.4,24,4.21,42
16.8,42,23.4,24,4.145,42
16.8,42,23.3,24,4.109,42
16.8,42,23.4,24,4.08,42
16.8,42,23.4,24,3.996,42
16.8,42,23.5,24,3.922,42
16.8,42,23.2,24,3.977,42
16.8,42,23.1,24,3.976,42
16.8,42,23.1,24,3.945,42
16.8,42,23.1,24,4.055,42
16.8,42,23.1,24,4.159,42
16.8,42,23,24,4.229,42
16.8,42,23,24,4.222,42
16.8,42,23,24,4.253,42
16.8,42,23,24,4.38,42
16.8,42,23.1,24,4.34,42
16.8,42,23,24,4.459,42
16.8,42,23,24,4.357,42
16.8,42,22.9,24,4.421,42
16.8,42,23,24,4.439,42
16.8,42,23.1,24,4.515,42
16.8,42,23.2,24,4.555,42
16.8,42,23.3,24,4.672,42
16.8,42,23.3,24,4.803,42
16.8,42,23.2,24,4.822,42
16.8,42,23.1,24,3.231,42
16.8,42,23.1,24,3.16,42
16.8,42,23.1,24,3.169,42
16.8,42,23.1,24,3.14,42
16.8,42,23.1,24,3.215,42
16.8,42,23.1,24,3.152,42
16.8,42,23,24,2.533,42
16.8,42,22.4,24,2.333,42
16.8,42,22,24,1.713,42
9.1,42,21.9,24,2.069,42
10.5,42,22.1,24,2.728,42
10.7,42,22.1,24,3.096,42
10.9,42,22.3,24,2.914,42
10.3,42,22.3,24,2.815,42
10.9,42,22.4,24,2.922,42
11.6,42,22.4,24,2.89,42
12,42,22.5,24,2.88,42
12.2,42,22.6,24,2.932,42
12.8,42,22.6,24,2.957,42
12.5,42,22.7,24,2.97,42
12.8,42,22.7,24,2.828,42
12.6,42,22.6,24,2.092,42
13.9,42,22.7,24,3.137,42
14.3,42,22.9,24,3.39,42
15.2,42,22.9,24,3.596,42
14.5,42,22.9,24,3.596,42
16.8,42,22.9,24,3.983,42
17.5,42,23,24,4.233,42
17.8,42,23.1,24,4.59,42
16.9,42,23.2,24,4.922,42
16,42,23.2,24,5.206,42
16.9,42,23.2,24,5.359,42
19.4,42,23.2,24,5.609,42
17.4,42,23.1,24,5.719,42
21.1,42,23,24,5.743,42
20.6,42,23,24,5.662,42
17.1,42,22.9,24,5.834,42
16.2,42,22.9,24,5.586,42
17.5,42,22.9,24,5.586,42
17.2,42,22.9,24,5.573,42
16.1,42,22.8,24,5.35,42
16.9,42,22.8,24,5.341,42
17.3,42,22.9,24,5.258,42
16.7,42,22.9,24,5.305,42
18.2,42,22.9,24,5.103,42
17.7,42,22.9,24,5.188,42
17.4,42,22.9,24,5.07,42
17.2,42,22.9,24,5.09,42
16.9,42,22.9,24,5.006,42
18.2,42,23,24,4.978,42
17.2,42,23,24,5.001,42
16.7,42,23,24,4.89,42
17.7,42,23,24,4.885,42
19.2,42,23,24,4.837,42
18.9,42,23,24,4.786,42
19.2,42,23,24,4.867,42
19.7,42,23.1,24,4.845,42
19.9,42,23.1,24,4.889,42
17.9,42,23.1,24,4.758,42
17.2,42,23,24,3.241,42
19,42,23.1,24,3.153,42
17.4,42,23.1,24,3.216,42
18.3,42,23.1,24,3.148,42
18,42,23.2,24,3.229,42
18,42,23.3,24,3.203,42
18,42,23.3,24,2.56,42
18.1,42,23.1,24,2.436,42
18.1,42,22.9,24,2.134,42
18.1,42,22.8,24,1.852,42
16.2,42,22.8,24,0.001,42
16.2,42,22.8,24,0.017,42
16.2,42,22.9,24,0.028,42
16.2,42,22.9,24,0.048,42
16.2,42,22.9,24,0.07,42
16.2,42,22.8,24,0.084,42
16.2,42,22.8,24,0.106,42
16.2,42,22.8,24,0.127,42
16.2,42,22.8,24,0.139,42
16.2,42,22.8,24,0.156,42
16.2,42,22.8,24,0.165,42
16.2,42,22.7,24,0.163,41
16.2,41,22.7,24,0.154,41
16.2,41,22.7,24,0.152,41
16.2,41,22.6,24,0.151,41
16.2,41,22.5,24,0.144,41
16.2,41,22.5,24,0.144,41
16.2,41,22.4,24,0.108,41
16.2,41,22.4,24,0.079,41
16.2,41,22.3,24,0.05,42
16.2,42,22.5,24,0,42
16.2,42,22.5,24,0.001,42
16.2,42,22.5,24,0.013,42
16.2,42,22.6,24,0.037,42
27.5,42,22.6,24,0.062,42
28.3,42,22.7,24,0.097,42
27.8,42,22.7,24,0.154,42
27.7,42,22.8,24,0.231,42
28.5,42,22.9,24,0.203,42
28.5,42,22.9,24,0.254,42
27.8,42,23,24,0.31,42
27.8,42,23,24,0.342,42
27.8,42,23.1,24,0.391,42
27.8,42,23.1,24,0.43,42
27.8,42,23.2,24,0.429,42
27.8,42,23.2,24,0.455,42
27.7,42,23.3,24,0.491,42
16.4,42,23,24,0.006,42
16.4,42,23,24,0.014,42
16.4,42,23.1,24,0.035,41
16.4,41,23.1,24,0.062,41
